shipment_id,order_id,shipment_date,carrier,tracking_number,delivery_date,shipment_status
2023,2023,2024-07-05,UPS,TRK880754,2024-07-06,Shipped
2024,2024,2024-05-10,DHL,TRK355543,2024-05-16,Delivered
2025,2025,2024-01-17,FedEx,TRK612608,2024-01-21,Shipped
2026,2026,2024-06-25,UPS,TRK661095,2024-06-30,Delivered
2027,2027,2024-04-05,DHL,TRK965079,2024-04-08,Delivered
2028,2028,2024-05-06,FedEx,TRK620171,2024-05-11,Delivered
2029,2029,2024-06-14,UPS,TRK270115,2024-06-18,Shipped
2030,2030,2024-04-09,DHL,TRK312341,2024-04-10,Shipped
2031,2031,2024-05-15,FedEx,TRK656616,2024-05-17,Pending
2032,2032,2024-07-13,UPS,TRK569547,2024-07-16,Delivered
2033,2033,2024-06-29,DHL,TRK086067,2024-07-07,Delivered
2034,2034,2024-10-07,FedEx,TRK829725,2024-10-11,Delivered
2035,2035,2024-10-10,UPS,TRK835674,2024-10-16,Pending
2036,2036,2024-10-14,DHL,TRK373953,2024-10-17,Shipped
2037,2037,2024-08-07,FedEx,TRK109860,2024-08-14,Pending
2038,2038,2024-11-03,UPS,TRK328219,2024-11-10,Shipped
2039,2039,2024-05-19,DHL,TRK148553,2024-05-23,Pending
2040,2040,2024-09-10,FedEx,TRK743172,2024-09-18,Shipped
2041,2041,2023-11-22,UPS,TRK552969,2023-11-28,Delivered
2042,2042,2024-01-10,DHL,TRK782760,2024-01-12,Delivered
2043,2043,2024-01-14,FedEx,TRK594338,2024-01-17,Shipped
2044,2044,2024-01-15,UPS,TRK533643,2024-01-21,Cancelled
2045,2045,2024-10-06,DHL,TRK440146,2024-10-14,Delivered
2046,2046,2024-06-19,FedEx,TRK986903,2024-06-26,Pending
2047,2047,2024-08-17,UPS,TRK092039,2024-08-25,Pending
2048,2048,2024-06-21,DHL,TRK607146,2024-06-26,Delivered
2049,2049,2024-05-05,FedEx,TRK474380,2024-05-07,Delivered
2050,2050,2024-02-26,UPS,TRK175610,2024-02-29,Shipped
2051,2051,2023-11-26,DHL,TRK266929,2023-11-30,Delivered
2052,2052,2024-04-27,FedEx,TRK404155,2024-04-29,Shipped
2053,2053,2024-08-28,UPS,TRK358607,2024-09-05,Cancelled
2054,2054,2024-01-02,DHL,TRK662379,2024-01-05,Delivered
2055,2055,2023-12-01,FedEx,TRK990011,2023-12-06,Shipped
2056,2056,2023-12-27,UPS,TRK323749,2023-12-31,Pending
2057,2057,2023-11-13,DHL,TRK620477,2023-11-18,Delivered
2058,2058,2024-10-20,FedEx,TRK532767,2024-10-22,Cancelled
2059,2059,2024-04-12,UPS,TRK295121,2024-04-15,Delivered
2060,2060,2024-05-14,DHL,TRK889801,2024-05-19,Pending
2061,2061,2024-07-26,FedEx,TRK985433,2024-08-02,Shipped
2062,2062,2024-07-01,UPS,TRK003562,2024-07-03,Delivered
2063,2063,2023-12-24,DHL,TRK586126,2024-01-01,Delivered
2064,2064,2024-08-03,FedEx,TRK300240,2024-08-04,Shipped
2065,2065,2024-09-26,UPS,TRK748858,2024-10-02,Delivered
2066,2066,2024-01-28,DHL,TRK712858,2024-02-04,Shipped
2067,2067,2024-09-28,FedEx,TRK387242,2024-10-03,Shipped
2068,2068,2024-10-25,UPS,TRK291148,2024-10-30,Delivered
2069,2069,2024-07-19,DHL,TRK257782,2024-07-21,Delivered
2070,2070,2023-12-24,FedEx,TRK543865,2023-12-30,Delivered
2071,2071,2023-12-18,UPS,TRK448994,2023-12-23,Shipped
2072,2072,2024-02-17,DHL,TRK429568,2024-02-20,Delivered
2073,2073,2023-11-21,FedEx,TRK238766,2023-11-26,Delivered
2074,2074,2024-03-19,UPS,TRK865507,2024-03-24,Cancelled
2075,2075,2024-08-06,DHL,TRK499733,2024-08-08,Shipped
2076,2076,2024-03-17,FedEx,TRK925236,2024-03-23,Shipped
2077,2077,2024-01-30,UPS,TRK657232,2024-02-02,Shipped
2078,2078,2024-01-16,DHL,TRK298867,2024-01-22,Delivered
2079,2079,2024-03-09,FedEx,TRK424473,2024-03-12,Delivered
2080,2080,2024-04-01,UPS,TRK844275,2024-04-05,Shipped
2081,2081,2024-10-08,DHL,TRK428347,2024-10-12,Pending
2082,2082,2024-02-10,FedEx,TRK351783,2024-02-14,Pending
2083,2083,2024-08-29,UPS,TRK681267,2024-08-30,Pending
2084,2084,2024-04-26,DHL,TRK879947,2024-04-29,Cancelled
2085,2085,2024-09-10,FedEx,TRK979684,2024-09-15,Pending
2086,2086,2024-04-28,UPS,TRK003447,2024-05-02,Delivered
2087,2087,2024-02-21,DHL,TRK637726,2024-02-25,Pending
2088,2088,2023-11-19,FedEx,TRK968786,2023-11-24,Pending
2089,2089,2024-05-17,UPS,TRK105637,2024-05-23,Pending
2090,2090,2024-09-06,DHL,TRK404829,2024-09-09,Delivered
2091,2091,2024-03-20,FedEx,TRK672184,2024-03-24,Pending
2092,2092,2024-03-04,UPS,TRK060356,2024-03-06,Pending
2093,2093,2024-11-04,DHL,TRK360064,2024-11-08,Delivered
2094,2094,2024-04-01,FedEx,TRK668875,2024-04-06,Pending
2095,2095,2024-11-08,UPS,TRK901418,2024-11-11,Pending
2096,2096,2024-10-10,DHL,TRK274788,2024-10-18,Shipped
2097,2097,2024-08-07,FedEx,TRK507958,2024-08-11,Delivered
2098,2098,2024-05-19,UPS,TRK202324,2024-05-22,Shipped
2099,2099,2023-12-11,DHL,TRK909048,2023-12-13,Shipped
2100,2100,2024-02-28,FedEx,TRK497161,2024-03-05,Shipped
2101,2101,2024-11-03,UPS,TRK888718,2024-11-09,Delivered
2102,2102,2024-02-09,DHL,TRK855172,2024-02-14,Shipped
2103,2103,2024-01-15,FedEx,TRK410297,2024-01-21,Shipped
2104,2104,2024-06-30,UPS,TRK576046,2024-07-04,Delivered
2105,2105,2024-07-04,DHL,TRK494268,2024-07-11,Shipped
2106,2106,2024-04-25,FedEx,TRK824186,2024-04-30,Pending
2107,2107,2024-07-09,UPS,TRK224498,2024-07-17,Shipped
2108,2108,2024-09-23,DHL,TRK801620,2024-09-26,Delivered
2109,2109,2024-02-25,FedEx,TRK064903,2024-02-26,Pending
2110,2110,2024-07-25,UPS,TRK030066,2024-07-27,Pending
2111,2111,2023-11-11,DHL,TRK426349,2023-11-17,Pending
2112,2112,2024-10-26,FedEx,TRK331763,2024-10-28,Pending
2113,2113,2023-12-22,UPS,TRK511921,2023-12-25,Shipped
2114,2114,2023-11-25,DHL,TRK494890,2023-11-29,Pending
2115,2115,2024-06-12,FedEx,TRK732511,2024-06-17,Shipped
2116,2116,2024-01-30,UPS,TRK954877,2024-02-03,Shipped
2117,2117,2024-04-18,DHL,TRK209475,2024-04-20,Pending
2118,2118,2023-11-21,FedEx,TRK262904,2023-11-27,Shipped
2119,2119,2024-05-31,UPS,TRK149110,2024-06-05,Shipped
2120,2120,2024-02-29,DHL,TRK829464,2024-03-04,Pending
2121,2121,2024-08-23,FedEx,TRK774506,2024-08-27,Shipped
2122,2122,2024-09-27,UPS,TRK107917,2024-09-29,Pending
2123,2123,2024-01-11,DHL,TRK705874,2024-01-18,Delivered
2124,2124,2024-06-22,FedEx,TRK983399,2024-06-25,Shipped
2125,2125,2024-06-04,UPS,TRK169124,2024-06-07,Shipped
2126,2126,2024-01-20,DHL,TRK781057,2024-01-23,Shipped
2127,2127,2024-04-23,FedEx,TRK162894,2024-04-27,Shipped
2128,2128,2024-07-18,UPS,TRK156593,2024-07-25,Pending
2129,2129,2023-12-13,DHL,TRK391852,2023-12-19,Delivered
2130,2130,2024-09-19,FedEx,TRK794865,2024-09-21,Delivered
2131,2131,2024-08-22,UPS,TRK254715,2024-08-27,Shipped
2132,2132,2024-07-12,DHL,TRK178114,2024-07-14,Delivered
2133,2133,2024-03-22,FedEx,TRK684253,2024-03-27,Delivered
2134,2134,2024-03-24,UPS,TRK545689,2024-03-30,Pending
2135,2135,2024-01-14,DHL,TRK043064,2024-01-16,Pending
2136,2136,2024-01-24,FedEx,TRK524537,2024-01-31,Pending
2137,2137,2023-12-21,UPS,TRK937635,2023-12-23,Shipped
2138,2138,2024-03-05,DHL,TRK281372,2024-03-09,Shipped
2139,2139,2024-07-30,FedEx,TRK450945,2024-08-01,Shipped
2140,2140,2024-06-25,UPS,TRK888380,2024-06-30,Shipped
2141,2141,2023-12-07,DHL,TRK481594,2023-12-09,Pending
2142,2142,2024-01-04,FedEx,TRK987149,2024-01-05,Delivered
2143,2143,2024-05-24,UPS,TRK993560,2024-05-31,Delivered
2144,2144,2024-02-27,DHL,TRK957437,2024-03-05,Shipped
2145,2145,2023-12-17,FedEx,TRK606718,2023-12-21,Delivered
2146,2146,2023-11-19,UPS,TRK283416,2023-11-26,Delivered
2147,2147,2024-03-05,DHL,TRK726684,2024-03-08,Pending
2148,2148,2024-05-14,FedEx,TRK691636,2024-05-21,Shipped
2149,2149,2024-08-09,UPS,TRK199768,2024-08-16,Delivered
2150,2150,2024-03-08,DHL,TRK022532,2024-03-12,Delivered
2151,2151,2024-06-10,FedEx,TRK079247,2024-06-17,Delivered
2152,2152,2024-07-08,UPS,TRK039822,2024-07-12,Delivered
2153,2153,2024-01-08,DHL,TRK830331,2024-01-11,Delivered
2154,2154,2024-03-26,FedEx,TRK005993,2024-04-01,Shipped
2155,2155,2023-12-31,UPS,TRK653253,2024-01-02,Shipped
2156,2156,2024-02-16,DHL,TRK994574,2024-02-22,Shipped
2157,2157,2024-07-25,FedEx,TRK088601,2024-07-27,Shipped
2158,2158,2024-06-09,UPS,TRK669049,2024-06-11,Delivered
2159,2159,2024-06-13,DHL,TRK208776,2024-06-19,Pending
2160,2160,2024-07-10,FedEx,TRK493858,2024-07-13,Pending
2161,2161,2024-08-19,UPS,TRK530794,2024-08-22,Pending
2162,2162,2024-08-02,DHL,TRK121953,2024-08-05,Shipped
2163,2163,2024-05-17,FedEx,TRK455505,2024-05-19,Pending
2164,2164,2024-10-16,UPS,TRK481388,2024-10-18,Pending
2165,2165,2024-02-07,DHL,TRK077766,2024-02-14,Shipped
2166,2166,2024-06-25,FedEx,TRK770832,2024-06-30,Pending
2167,2167,2024-10-31,UPS,TRK616443,2024-11-04,Pending
2168,2168,2024-08-23,DHL,TRK093228,2024-08-28,Shipped
2169,2169,2024-09-04,FedEx,TRK050450,2024-09-10,Delivered
2170,2170,2024-08-17,UPS,TRK819628,2024-08-21,Shipped
2171,2171,2024-07-01,DHL,TRK514636,2024-07-07,Pending
2172,2172,2024-10-10,FedEx,TRK972772,2024-10-13,Delivered
2173,2173,2023-11-17,UPS,TRK171135,2023-11-19,Shipped
2174,2174,2024-10-31,DHL,TRK316127,2024-11-02,Shipped
2175,2175,2024-05-15,FedEx,TRK541074,2024-05-22,Shipped
2176,2176,2024-10-22,UPS,TRK369522,2024-10-24,Shipped
2177,2177,2024-08-29,DHL,TRK491633,2024-08-31,Shipped
2178,2178,2024-02-23,FedEx,TRK572200,2024-02-29,Delivered
2179,2179,2024-03-15,UPS,TRK125198,2024-03-22,Shipped
2180,2180,2024-01-13,DHL,TRK037193,2024-01-19,Pending
2181,2181,2024-10-13,FedEx,TRK885293,2024-10-14,Pending
2182,2182,2024-06-17,UPS,TRK471707,2024-06-18,Pending
2183,2183,2024-01-14,DHL,TRK303966,2024-01-17,Pending
2184,2184,2024-07-31,FedEx,TRK161357,2024-08-03,Shipped
2185,2185,2024-01-09,UPS,TRK507862,2024-01-11,Shipped
2186,2186,2023-11-29,DHL,TRK783724,2023-12-02,Pending
2187,2187,2024-10-21,FedEx,TRK677996,2024-10-26,Shipped
2188,2188,2024-03-12,UPS,TRK019881,2024-03-19,Delivered
2189,2189,2024-01-27,DHL,TRK842990,2024-02-03,Pending
2190,2190,2024-10-30,FedEx,TRK582424,2024-11-01,Shipped
2191,2191,2024-02-01,UPS,TRK281550,2024-02-09,Shipped
2192,2192,2024-09-01,DHL,TRK580933,2024-09-02,Shipped
2193,2193,2024-03-23,FedEx,TRK678870,2024-03-27,Shipped
2194,2194,2024-02-04,UPS,TRK914517,2024-02-07,Shipped
2195,2195,2024-04-16,DHL,TRK362479,2024-04-18,Pending
2196,2196,2023-12-09,FedEx,TRK259103,2023-12-12,Pending
2197,2197,2024-04-20,UPS,TRK058034,2024-04-22,Shipped
2198,2198,2024-06-25,DHL,TRK748735,2024-06-28,Shipped
2199,2199,2024-02-12,FedEx,TRK819156,2024-02-16,Shipped
2200,2200,2024-05-09,UPS,TRK427801,2024-05-10,Pending
2201,2201,2024-06-19,DHL,TRK956615,2024-06-22,Delivered
2202,2202,2024-07-24,FedEx,TRK919160,2024-07-31,Delivered
2203,2203,2024-05-23,UPS,TRK533418,2024-05-27,Shipped
2204,2204,2024-09-26,DHL,TRK841357,2024-10-03,Pending
2205,2205,2024-09-08,FedEx,TRK822787,2024-09-15,Cancelled
2206,2206,2023-12-25,UPS,TRK969064,2023-12-30,Delivered
2207,2207,2024-07-22,DHL,TRK148574,2024-07-25,Shipped
2208,2208,2024-04-27,FedEx,TRK717671,2024-04-30,Delivered
2209,2209,2024-02-03,UPS,TRK849545,2024-02-05,Pending
2210,2210,2024-07-20,DHL,TRK324423,2024-07-26,Shipped
2211,2211,2024-04-21,FedEx,TRK831730,2024-04-26,Shipped
2212,2212,2024-04-16,UPS,TRK351998,2024-04-23,Cancelled
2213,2213,2024-10-31,DHL,TRK633102,2024-11-05,Pending
2214,2214,2024-10-02,FedEx,TRK270156,2024-10-05,Shipped
2215,2215,2024-01-25,UPS,TRK436020,2024-01-30,Delivered
2216,2216,2024-03-23,DHL,TRK178057,2024-03-27,Delivered
2217,2217,2024-01-14,FedEx,TRK452685,2024-01-20,Shipped
2218,2218,2024-07-11,UPS,TRK882922,2024-07-15,Pending
2219,2219,2024-06-04,DHL,TRK988409,2024-06-05,Delivered
2220,2220,2024-03-14,FedEx,TRK017416,2024-03-22,Shipped
2221,2221,2024-04-05,UPS,TRK138143,2024-04-13,Shipped
2222,2222,2024-07-13,DHL,TRK601378,2024-07-20,Shipped
2223,2223,2024-03-06,FedEx,TRK460271,2024-03-12,Pending
2224,2224,2024-02-04,UPS,TRK126710,2024-02-06,Pending
2225,2225,2024-09-22,DHL,TRK249597,2024-09-30,Shipped
2226,2226,2024-04-27,FedEx,TRK398677,2024-05-04,Pending
2227,2227,2024-04-02,UPS,TRK558920,2024-04-08,Shipped
2228,2228,2024-01-18,DHL,TRK099102,2024-01-20,Pending
2229,2229,2024-08-29,FedEx,TRK817762,2024-09-01,Delivered
2230,2230,2024-09-18,UPS,TRK326058,2024-09-24,Delivered
2231,2231,2024-05-03,DHL,TRK651847,2024-05-06,Delivered
2232,2232,2024-02-11,FedEx,TRK556862,2024-02-14,Shipped
2233,2233,2023-11-23,UPS,TRK141048,2023-11-24,Shipped
2234,2234,2023-12-18,DHL,TRK839372,2023-12-24,Shipped
2235,2235,2024-01-14,FedEx,TRK716692,2024-01-17,Shipped
2236,2236,2024-06-11,UPS,TRK876410,2024-06-13,Shipped
2237,2237,2024-03-27,DHL,TRK104088,2024-04-03,Pending
2238,2238,2024-11-05,FedEx,TRK277379,2024-11-09,Delivered
2239,2239,2024-04-22,UPS,TRK743583,2024-04-24,Delivered
2240,2240,2024-10-22,DHL,TRK822725,2024-10-29,Shipped
2241,2241,2023-12-14,FedEx,TRK250131,2023-12-20,Delivered
2242,2242,2023-12-19,UPS,TRK456225,2023-12-25,Delivered
2243,2243,2024-10-26,DHL,TRK934841,2024-10-31,Delivered
2244,2244,2024-05-23,FedEx,TRK380688,2024-05-30,Shipped
2245,2245,2024-08-07,UPS,TRK613920,2024-08-13,Pending
2246,2246,2024-11-02,DHL,TRK516163,2024-11-09,Delivered
2247,2247,2024-03-10,FedEx,TRK994822,2024-03-17,Delivered
2248,2248,2024-01-03,UPS,TRK756680,2024-01-11,Shipped
2249,2249,2024-10-21,DHL,TRK661713,2024-10-29,Delivered
2250,2250,2024-01-21,FedEx,TRK650110,2024-01-23,Pending
2251,2251,2024-05-27,UPS,TRK201457,2024-06-04,Shipped
2252,2252,2024-03-25,DHL,TRK992210,2024-03-30,Delivered
2253,2253,2024-07-03,FedEx,TRK676089,2024-07-07,Delivered
2254,2254,2024-05-24,UPS,TRK208472,2024-05-27,Pending
2255,2255,2024-03-19,DHL,TRK203057,2024-03-23,Cancelled
2256,2256,2024-07-26,FedEx,TRK530241,2024-08-01,Pending
2257,2257,2024-05-17,UPS,TRK512651,2024-05-20,Shipped
2258,2258,2024-06-08,DHL,TRK448677,2024-06-10,Pending
2259,2259,2024-05-16,FedEx,TRK979431,2024-05-19,Pending
2260,2260,2024-03-31,UPS,TRK161591,2024-04-06,Delivered
2261,2261,2024-04-21,DHL,TRK418124,2024-04-28,Pending
2262,2262,2024-05-28,FedEx,TRK436085,2024-06-04,Pending
2263,2263,2024-04-16,UPS,TRK705908,2024-04-18,Shipped
2264,2264,2024-07-22,DHL,TRK244098,2024-07-26,Pending
2265,2265,2024-05-02,FedEx,TRK499667,2024-05-05,Shipped
2266,2266,2024-06-10,UPS,TRK463944,2024-06-14,Delivered
2267,2267,2024-03-28,DHL,TRK930485,2024-03-30,Delivered
2268,2268,2024-08-06,FedEx,TRK131105,2024-08-14,Shipped
2269,2269,2023-11-09,UPS,TRK031780,2023-11-14,Delivered
2270,2270,2023-11-11,DHL,TRK164024,2023-11-17,Delivered
2271,2271,2024-08-12,FedEx,TRK575262,2024-08-15,Shipped
2272,2272,2024-04-14,UPS,TRK701115,2024-04-17,Shipped
2273,2273,2024-09-13,DHL,TRK913907,2024-09-21,Delivered
2274,2274,2024-07-20,FedEx,TRK769591,2024-07-28,Shipped
2275,2275,2024-09-25,UPS,TRK070778,2024-10-01,Delivered
2276,2276,2023-12-04,DHL,TRK453607,2023-12-08,Delivered
2277,2277,2023-11-29,FedEx,TRK593110,2023-12-03,Delivered
2278,2278,2024-01-06,UPS,TRK872832,2024-01-12,Pending
2279,2279,2024-10-14,DHL,TRK632410,2024-10-19,Shipped
2280,2280,2024-05-04,FedEx,TRK913957,2024-05-06,Shipped
2281,2281,2024-03-16,UPS,TRK937135,2024-03-20,Delivered
2282,2282,2024-09-06,DHL,TRK596927,2024-09-13,Pending
2283,2283,2024-10-28,FedEx,TRK176374,2024-10-31,Delivered
2284,2284,2024-08-23,UPS,TRK633857,2024-08-28,Shipped
2285,2285,2024-08-14,DHL,TRK290761,2024-08-21,Delivered
2286,2286,2024-10-28,FedEx,TRK215797,2024-11-05,Delivered
2287,2287,2024-06-16,UPS,TRK134627,2024-06-22,Delivered
2288,2288,2024-01-08,DHL,TRK878712,2024-01-16,Shipped
2289,2289,2024-06-24,FedEx,TRK993165,2024-07-01,Pending
2290,2290,2024-04-29,UPS,TRK243762,2024-05-03,Pending
2291,2291,2024-07-10,DHL,TRK221151,2024-07-14,Shipped
2292,2292,2023-12-25,FedEx,TRK475155,2023-12-31,Pending
2293,2293,2024-10-02,UPS,TRK318609,2024-10-07,Pending
2294,2294,2024-09-11,DHL,TRK243415,2024-09-12,Shipped
2295,2295,2024-04-05,FedEx,TRK526533,2024-04-08,Delivered
2296,2296,2023-12-15,UPS,TRK608737,2023-12-17,Shipped
2297,2297,2024-04-20,DHL,TRK994739,2024-04-27,Delivered
2298,2298,2024-04-12,FedEx,TRK124672,2024-04-18,Shipped
2299,2299,2024-06-03,UPS,TRK530388,2024-06-10,Delivered
2300,2300,2023-11-10,DHL,TRK471836,2023-11-15,Delivered
2301,2301,2024-07-26,FedEx,TRK343793,2024-07-29,Shipped
2302,2302,2024-05-09,UPS,TRK397667,2024-05-12,Shipped
2303,2303,2024-05-12,DHL,TRK675031,2024-05-19,Delivered
2304,2304,2024-08-23,FedEx,TRK702333,2024-08-25,Delivered
2305,2305,2024-05-25,UPS,TRK826749,2024-05-30,Shipped
2306,2306,2024-04-12,DHL,TRK365567,2024-04-17,Pending
2307,2307,2024-09-05,FedEx,TRK725371,2024-09-07,Delivered
2308,2308,2024-10-29,UPS,TRK098785,2024-11-05,Shipped
2309,2309,2024-07-28,DHL,TRK719117,2024-07-30,Shipped
2310,2310,2024-04-02,FedEx,TRK216067,2024-04-05,Pending
2311,2311,2024-09-11,UPS,TRK755795,2024-09-13,Pending
2312,2312,2023-12-19,DHL,TRK675794,2023-12-25,Delivered
2313,2313,2024-08-20,FedEx,TRK568214,2024-08-22,Cancelled
2314,2314,2024-02-14,UPS,TRK260299,2024-02-17,Delivered
2315,2315,2023-12-01,DHL,TRK986211,2023-12-07,Shipped
2316,2316,2024-01-25,FedEx,TRK493066,2024-01-30,Delivered
2317,2317,2024-02-10,UPS,TRK533156,2024-02-17,Delivered
2318,2318,2024-08-12,DHL,TRK238571,2024-08-15,Pending
2319,2319,2024-07-05,FedEx,TRK957831,2024-07-08,Pending
2320,2320,2024-05-05,UPS,TRK749183,2024-05-11,Shipped
2321,2321,2024-10-13,DHL,TRK011031,2024-10-20,Shipped
2322,2322,2024-10-10,FedEx,TRK242968,2024-10-14,Shipped
2323,2323,2024-06-03,UPS,TRK674354,2024-06-04,Shipped
2324,2324,2024-08-26,DHL,TRK261786,2024-08-31,Shipped
2325,2325,2024-06-26,FedEx,TRK547447,2024-07-02,Delivered
2326,2326,2023-11-15,UPS,TRK207657,2023-11-19,Pending
2327,2327,2024-01-25,DHL,TRK062876,2024-01-27,Shipped
2328,2328,2024-01-23,FedEx,TRK306964,2024-01-31,Delivered
2329,2329,2024-05-24,UPS,TRK700619,2024-05-30,Delivered
2330,2330,2024-02-24,DHL,TRK911125,2024-03-03,Delivered
2331,2331,2024-09-26,FedEx,TRK871129,2024-10-02,Pending
2332,2332,2024-10-24,UPS,TRK486035,2024-10-31,Cancelled
2333,2333,2024-01-15,DHL,TRK807008,2024-01-18,Delivered
2334,2334,2024-10-20,FedEx,TRK749117,2024-10-26,Delivered
2335,2335,2023-11-15,UPS,TRK621118,2023-11-16,Shipped
2336,2336,2024-04-02,DHL,TRK134604,2024-04-08,Shipped
2337,2337,2024-02-21,FedEx,TRK307362,2024-02-28,Shipped
2338,2338,2024-10-20,UPS,TRK502343,2024-10-26,Delivered
2339,2339,2024-03-24,DHL,TRK271060,2024-03-26,Cancelled
2340,2340,2024-07-04,FedEx,TRK817180,2024-07-05,Pending
2341,2341,2024-06-19,UPS,TRK214870,2024-06-20,Pending
2342,2342,2024-09-10,DHL,TRK350777,2024-09-17,Shipped
2343,2343,2024-03-02,FedEx,TRK890444,2024-03-09,Shipped
2344,2344,2024-02-25,UPS,TRK018256,2024-03-03,Delivered
2345,2345,2023-11-26,DHL,TRK807465,2023-11-30,Delivered
2346,2346,2024-04-18,FedEx,TRK804361,2024-04-21,Shipped
2347,2347,2024-07-28,UPS,TRK632164,2024-08-02,Shipped
2348,2348,2024-03-01,DHL,TRK355496,2024-03-04,Delivered
2349,2349,2024-04-01,FedEx,TRK115700,2024-04-04,Pending
2350,2350,2024-02-05,UPS,TRK853758,2024-02-12,Cancelled
2351,2351,2024-09-14,DHL,TRK739710,2024-09-18,Delivered
2352,2352,2024-01-06,FedEx,TRK789661,2024-01-09,Pending
2353,2353,2024-06-01,UPS,TRK918746,2024-06-03,Shipped
2354,2354,2024-10-19,DHL,TRK181608,2024-10-23,Shipped
2355,2355,2024-05-20,FedEx,TRK065433,2024-05-23,Pending
2356,2356,2024-04-03,UPS,TRK267364,2024-04-07,Delivered
2357,2357,2024-10-03,DHL,TRK740127,2024-10-05,Delivered
2358,2358,2023-11-29,FedEx,TRK410555,2023-12-02,Pending
2359,2359,2024-07-23,UPS,TRK956318,2024-07-26,Shipped
2360,2360,2024-04-22,DHL,TRK768720,2024-04-28,Pending
2361,2361,2024-07-26,FedEx,TRK953804,2024-08-03,Shipped
2362,2362,2024-05-07,UPS,TRK032269,2024-05-10,Cancelled
2363,2363,2024-01-21,DHL,TRK139692,2024-01-25,Delivered
2364,2364,2023-12-22,FedEx,TRK387727,2023-12-24,Shipped
2365,2365,2024-06-19,UPS,TRK914230,2024-06-23,Pending
2366,2366,2024-03-19,DHL,TRK802067,2024-03-23,Delivered
2367,2367,2024-03-22,FedEx,TRK088461,2024-03-25,Shipped
2368,2368,2024-09-19,UPS,TRK746503,2024-09-25,Pending
2369,2369,2023-12-26,DHL,TRK799650,2024-01-03,Delivered
2370,2370,2024-08-11,FedEx,TRK877612,2024-08-12,Shipped
2371,2371,2024-05-26,UPS,TRK775486,2024-05-29,Pending
2372,2372,2024-08-28,DHL,TRK126028,2024-08-30,Delivered
2373,2373,2024-10-16,FedEx,TRK804771,2024-10-17,Pending
2374,2374,2024-07-08,UPS,TRK411814,2024-07-14,Pending
2375,2375,2023-11-15,DHL,TRK055220,2023-11-20,Shipped
2376,2376,2023-11-10,FedEx,TRK575751,2023-11-17,Cancelled
2377,2377,2024-01-01,UPS,TRK382554,2024-01-07,Delivered
2378,2378,2024-01-03,DHL,TRK267852,2024-01-09,Pending
2379,2379,2024-04-15,FedEx,TRK108337,2024-04-19,Shipped
2380,2380,2024-04-30,UPS,TRK792712,2024-05-08,Pending
2381,2381,2024-11-01,DHL,TRK803391,2024-11-05,Shipped
2382,2382,2023-11-17,FedEx,TRK487239,2023-11-25,Delivered
2383,2383,2024-04-14,UPS,TRK071103,2024-04-18,Shipped
2384,2384,2023-12-14,DHL,TRK215200,2023-12-16,Shipped
2385,2385,2024-02-01,FedEx,TRK205706,2024-02-03,Pending
2386,2386,2024-05-06,UPS,TRK325852,2024-05-08,Shipped
2387,2387,2023-11-24,DHL,TRK006045,2023-11-28,Delivered
2388,2388,2023-11-28,FedEx,TRK567594,2023-11-30,Delivered
2389,2389,2024-09-12,UPS,TRK970114,2024-09-15,Pending
2390,2390,2023-12-29,DHL,TRK367460,2023-12-30,Shipped
2391,2391,2024-07-27,FedEx,TRK322539,2024-07-28,Shipped
2392,2392,2024-03-08,UPS,TRK622351,2024-03-14,Delivered
2393,2393,2024-09-06,DHL,TRK553554,2024-09-11,Delivered
2394,2394,2024-05-24,FedEx,TRK931753,2024-05-28,Delivered
2395,2395,2024-06-11,UPS,TRK731834,2024-06-17,Cancelled
2396,2396,2024-04-27,DHL,TRK321519,2024-05-02,Shipped
2397,2397,2024-04-02,FedEx,TRK041111,2024-04-06,Shipped
2398,2398,2024-04-11,UPS,TRK482445,2024-04-14,Shipped
2399,2399,2024-03-08,DHL,TRK413638,2024-03-15,Delivered
2400,2400,2024-06-02,FedEx,TRK707482,2024-06-04,Delivered
2401,2401,2024-08-28,UPS,TRK453241,2024-08-29,Pending
2402,2402,2024-02-27,DHL,TRK246519,2024-02-28,Pending
2403,2403,2024-03-16,FedEx,TRK831706,2024-03-22,Shipped
2404,2404,2024-06-27,UPS,TRK060424,2024-06-30,Delivered
2405,2405,2024-02-23,DHL,TRK997359,2024-02-25,Pending
2406,2406,2024-10-30,FedEx,TRK490825,2024-11-01,Pending
2407,2407,2024-03-07,UPS,TRK587323,2024-03-14,Delivered
2408,2408,2024-02-13,DHL,TRK925572,2024-02-17,Delivered
2409,2409,2024-03-27,FedEx,TRK902492,2024-03-31,Delivered
2410,2410,2024-06-19,UPS,TRK524947,2024-06-25,Delivered
2411,2411,2024-05-15,DHL,TRK061791,2024-05-19,Delivered
2412,2412,2023-11-12,FedEx,TRK134403,2023-11-19,Delivered
2413,2413,2024-07-19,UPS,TRK189367,2024-07-25,Delivered
2414,2414,2024-04-10,DHL,TRK280942,2024-04-14,Delivered
2415,2415,2024-03-15,FedEx,TRK418357,2024-03-23,Shipped
2416,2416,2024-03-16,UPS,TRK099707,2024-03-23,Pending
2417,2417,2024-06-19,DHL,TRK810615,2024-06-23,Delivered
2418,2418,2024-02-19,FedEx,TRK525724,2024-02-23,Shipped
2419,2419,2024-10-16,UPS,TRK079727,2024-10-19,Shipped
