order_id,order_date,customer_id,total_price
7466,2024-06-02,9377,4602.50
9820,2024-09-09,528,4071.80
5943,2024-09-14,9276,1296.40
7385,2024-09-06,6526,4769.65
4694,2024-06-30,2372,433.40
4596,2024-06-12,7468,3722.40
2647,2024-08-01,2261,1356.35
6749,2024-08-12,4686,385.25
904,2023-11-30,3914,3243.50
10542,2024-08-04,5465,2633.40
14739,2024-05-09,9168,2928.30
3133,2024-05-23,7968,1349.35
13723,2024-07-20,5651,3156.60
14308,2023-12-12,4992,2907.20
7911,2023-11-12,9963,3379.25
7636,2024-03-17,9154,518.70
5889,2024-03-21,7305,4549.90
7960,2024-09-24,4905,1470.55
133,2024-10-09,9354,3012.75
149,2024-07-08,4507,4936.00
5063,2024-03-19,1106,662.05
3107,2023-11-16,4245,609.20
2331,2024-09-21,6868,233.80
4327,2024-10-08,1581,1421.80
3412,2024-07-24,775,2618.10
12525,2024-10-11,3728,3914.05
2170,2024-08-13,9313,2117.85
894,2024-07-02,7110,1020.35
14886,2024-07-07,6228,3700.25
1388,2024-10-08,1709,1555.05
6690,2023-11-13,4979,1741.45
11293,2024-04-15,8418,4542.30
13232,2023-11-26,3873,3647.65
2248,2023-12-30,5033,1004.05
8396,2024-10-02,9421,316.50
1489,2024-07-12,8733,1705.45
11961,2024-10-19,4632,124.45
4235,2024-02-13,4745,2962.60
10379,2023-11-08,5729,687.65
14520,2024-03-28,6930,1346.35
1679,2024-11-02,312,1204.55
1980,2024-03-12,3499,1381.15
13867,2024-06-10,8179,3956.75
900,2024-01-17,32,3879.40
8840,2024-08-11,3890,3362.70
1664,2024-08-22,3832,715.45
8256,2024-01-29,5229,1475.95
9952,2024-01-06,3460,277.10
5378,2024-09-21,7007,3415.50
14272,2023-12-05,7536,1832.35
5945,2024-08-05,8721,3762.75
5451,2024-04-14,1244,1786.45
6129,2023-11-08,5196,2852.10
14980,2024-09-26,7661,302.35
14234,2024-10-19,1738,2512.85
3614,2023-11-06,7762,4482.00
1281,2023-11-21,6450,4611.30
3319,2024-09-23,2918,348.95
5235,2024-06-08,224,3183.70
367,2024-04-15,8198,3868.15
12305,2024-07-25,5680,2595.35
10987,2024-10-31,2953,2287.85
12715,2024-10-16,8176,4539.30
7580,2024-06-28,37,2000.15
13345,2024-10-24,4715,3503.10
10739,2024-03-31,202,2817.85
657,2023-12-26,229,4705.65
6931,2023-11-08,9757,2388.35
14417,2024-09-03,1421,4802.70
993,2023-12-16,2622,2582.50
13044,2024-01-15,8728,3323.65
4126,2024-01-10,1074,2985.35
7832,2024-05-20,5640,2886.15
5518,2023-11-11,6995,714.75
13052,2024-03-29,2559,3184.75
3081,2024-06-23,2658,2039.50
13073,2023-12-02,7821,1683.15
4302,2024-07-22,4319,2912.30
3695,2024-09-20,9637,2624.75
5210,2024-03-02,1332,3078.10
10183,2024-07-31,6005,4460.20
8953,2024-06-07,5049,3486.50
3243,2023-11-15,3697,1827.70
4644,2024-06-09,8435,3428.25
9068,2024-03-28,9976,2605.30
11588,2023-12-31,7722,1158.75
6945,2024-05-27,4634,1967.75
2965,2024-10-16,8551,537.10
13325,2024-01-04,403,406.50
8615,2024-07-03,7823,478.45
336,2024-08-06,5502,1320.75
10419,2024-04-21,678,628.55
10479,2024-08-01,5999,2000.15
12637,2023-11-13,1186,3091.15
14390,2024-04-22,3863,4101.75
2017,2023-11-12,7217,3501.40
7986,2023-11-12,5394,793.15
13173,2024-01-31,41,3997.55
8048,2024-05-11,160,1249.20
14937,2023-12-23,8903,4159.75
6543,2024-09-14,6510,771.00
10838,2024-04-17,4520,2523.45
9315,2024-02-09,2092,3312.00
2923,2024-08-11,4527,319.05
7941,2024-03-21,2766,1093.60
10294,2024-02-23,3117,1385.85
5933,2023-11-25,6289,3688.50
1538,2024-03-02,7435,240.00
11352,2024-08-05,2117,4975.65
9844,2024-04-18,9593,283.00
14160,2024-05-10,8490,3420.15
14942,2024-06-28,6733,4743.25
11957,2024-07-23,516,2089.65
3121,2024-07-02,4391,1360.70
1868,2024-05-08,2255,495.85
9188,2024-04-13,1902,4364.70
3708,2024-06-16,8990,781.05
7665,2023-12-03,2457,3280.30
10383,2024-07-04,5386,2260.20
9569,2024-01-23,6179,3853.55
1091,2024-10-09,8775,2568.75
1478,2024-04-01,5455,1433.50
4072,2024-01-19,2060,3753.65
10495,2024-03-10,3044,2894.70
12312,2024-08-26,4668,533.35
9977,2024-05-12,3106,3539.00
7380,2024-07-13,1642,3970.75
8723,2024-05-07,2478,4432.15
6122,2024-02-01,9168,1779.30
11991,2023-11-11,4731,1983.70
7304,2024-09-16,1765,679.30
2806,2024-10-12,7183,4204.80
3344,2024-02-22,2954,1208.00
2889,2024-04-11,7900,4469.15
889,2024-10-10,5985,2407.25
8264,2024-11-04,317,2900.65
4858,2024-08-06,1825,2763.85
8552,2024-04-01,2730,3916.05
12426,2023-12-03,480,1729.25
9016,2023-11-30,4669,172.15
8008,2023-12-03,3100,335.50
6679,2023-12-15,1885,117.40
13850,2024-03-04,1491,1628.70
6786,2024-07-07,5968,3950.25
11022,2024-04-26,9368,4179.85
3941,2024-02-20,6165,2272.40
4708,2024-08-11,8719,2219.35
10037,2024-06-03,9615,2582.85
14415,2024-04-05,3786,1199.75
12231,2024-04-16,3094,4240.65
7418,2024-05-03,107,550.75
11782,2024-07-07,2580,1711.65
8872,2024-04-22,863,4843.85
11196,2024-08-06,7946,1397.55
10305,2024-07-24,4475,2040.45
8705,2024-08-02,3572,2827.20
6909,2024-01-26,3555,4972.75
4939,2023-11-19,357,1948.95
2584,2024-10-25,4379,2931.55
7264,2024-07-29,5169,3249.75
5282,2024-10-17,8711,4556.80
10727,2024-10-11,8263,1503.80
5278,2024-10-22,9263,4500.20
7434,2024-04-29,1058,4005.55
4754,2024-01-18,8949,833.10
8543,2024-03-15,9080,2545.60
9408,2023-11-13,4902,1577.65
1490,2024-10-27,5572,4311.15
1573,2024-08-01,9023,1163.55
8152,2023-11-11,4170,4262.90
13320,2024-10-03,9390,4580.00
6125,2024-04-28,5468,2687.45
1349,2024-02-27,75,2235.85
3155,2024-06-07,5024,480.20
7537,2024-10-31,6649,4708.05
256,2024-10-06,4920,2521.90
8908,2024-04-02,1700,4005.30
5658,2024-02-14,9488,2464.85
8034,2024-06-23,1053,2911.55
202,2024-10-19,1054,3146.55
43,2024-10-10,7620,3830.65
418,2024-01-23,1380,339.90
363,2024-01-15,6243,549.80
10645,2024-07-12,9274,4996.40
3429,2024-04-30,5911,2586.30
10617,2024-07-15,9113,4384.15
2870,2024-06-25,2463,1096.95
4457,2024-08-19,3638,4512.20
9543,2024-08-14,6400,2701.35
5919,2024-10-01,3445,416.85
1154,2024-07-05,6664,4238.20
14630,2024-02-28,166,4249.05
5047,2024-02-09,903,2469.15
5297,2024-07-22,340,4529.25
12610,2024-08-29,5532,4218.75
9805,2024-05-24,347,4810.10
9846,2023-12-02,3989,2978.40
6924,2024-09-13,5786,1911.05
7998,2024-02-13,7872,2796.05
3160,2024-10-09,5919,2223.55
11143,2024-02-20,7383,2928.80
11480,2024-08-02,9949,4805.05
2406,2024-10-27,2660,4685.05
8384,2024-08-07,9531,1253.10
7388,2024-07-12,7072,4621.45
4687,2023-11-19,1563,3700.90
12778,2023-12-02,8147,306.45
1369,2024-02-25,11,702.75
7511,2024-03-09,9254,3374.80
4601,2024-09-13,4553,4681.65
12508,2024-05-02,6282,2973.60
9498,2024-07-10,8017,4984.25
13351,2024-09-05,5438,4061.40
2565,2023-11-15,5125,790.60
14146,2024-07-08,5116,2969.10
5525,2024-06-28,8586,4436.70
13103,2024-04-14,3350,1635.65
9769,2023-12-08,5028,1255.20
7106,2024-07-18,2182,4376.70
11463,2024-07-13,1757,116.95
1045,2023-12-06,182,1439.85
3032,2024-10-08,8871,710.70
2177,2024-08-25,647,3341.65
4210,2024-10-24,341,2548.85
8143,2024-04-20,795,1825.00
12938,2023-12-13,8497,1074.25
7419,2024-10-27,9211,1380.90
9586,2024-07-26,3418,3820.50
6614,2023-11-30,844,1731.80
1794,2023-11-18,9240,1131.70
12827,2023-12-03,643,2254.85
8573,2024-03-20,8156,2473.00
5866,2024-09-11,2391,1062.50
1584,2024-07-02,921,4856.45
505,2024-05-01,1874,156.00
8446,2024-06-18,9430,2726.85
13656,2024-05-31,8780,1288.35
9669,2024-02-09,7010,4122.00
10500,2023-12-13,5848,2382.05
756,2024-07-21,8397,105.05
11305,2023-12-18,2164,4703.45
5363,2024-05-10,1964,2163.25
6136,2024-09-01,6652,4664.80
4026,2024-09-29,5060,3981.60
8400,2023-12-10,4960,4412.15
6958,2024-04-27,6062,3288.25
14812,2024-06-07,4556,4547.35
3203,2024-04-10,3411,2964.40
1647,2024-10-25,801,4198.45
1615,2024-05-30,4329,2370.30
10142,2024-05-21,2916,3617.15
1082,2023-12-23,648,590.95
5793,2024-05-26,8125,1632.35
11633,2024-04-01,2912,2346.50
12121,2023-11-10,9923,1370.60
9377,2024-04-10,9749,419.95
1397,2024-07-23,4747,4826.25
6778,2024-06-30,7717,3101.45
7097,2023-12-31,9992,2925.45
10531,2024-08-16,2391,4150.55
9260,2023-12-21,7392,1544.45
6878,2024-07-02,3152,637.45
302,2024-02-13,834,4089.80
205,2024-05-10,6217,998.15
9794,2024-03-21,9126,589.95
3557,2024-11-02,9456,1338.30
5958,2024-01-25,3097,776.50
471,2024-06-10,2662,2713.75
9645,2024-01-20,7388,516.40
12967,2023-12-21,6847,353.40
2362,2024-05-03,901,4583.55
1676,2024-07-22,3036,1467.55
198,2024-06-28,4491,1074.65
6525,2024-07-04,6087,3468.20
241,2024-02-22,5332,2768.00
10901,2024-08-15,4125,2052.80
854,2024-02-09,7076,1533.25
5439,2024-06-04,3406,3822.50
14881,2024-02-27,1474,589.70
12355,2024-06-18,2632,2631.30
2697,2024-06-24,2927,2254.60
10095,2024-02-13,8038,2374.85
13566,2024-10-17,1548,3526.35
9572,2024-01-09,7133,1555.20
14165,2024-03-06,7131,4423.15
221,2024-04-28,8444,4797.10
10077,2024-05-06,3362,3112.65
8807,2024-09-16,5967,289.20
6569,2024-08-22,2330,4369.90
4203,2024-04-19,4631,941.75
12634,2024-03-17,7655,1746.25
6635,2024-02-17,5383,4271.15
4561,2023-12-31,261,4619.50
10998,2024-05-30,2270,2472.90
9357,2024-09-28,9045,2955.15
12998,2024-06-21,9298,1048.45
2078,2024-01-12,704,3040.70
124,2024-09-21,6820,1273.05
11540,2024-04-04,7112,3392.35
11341,2024-11-03,9525,3604.35
7675,2024-07-05,7993,2153.65
13170,2024-08-01,6932,4905.40
12435,2024-06-01,7001,355.55
7092,2024-04-27,5437,4171.70
5199,2024-10-11,2459,3188.35
3315,2024-05-18,241,2292.75
125,2024-03-09,3723,693.50
10472,2024-04-06,8927,813.45
893,2024-01-07,8158,1260.30
14264,2024-07-25,7523,3779.55
14102,2024-08-28,6904,1820.90
536,2024-10-27,712,1185.15
11250,2023-12-08,5164,4886.40
3027,2024-05-21,7041,2350.80
4921,2024-10-08,8773,3658.70
11949,2024-04-13,988,4191.80
1214,2024-05-25,9529,4987.35
5001,2024-04-08,773,2843.90
2669,2024-03-16,362,4021.20
2147,2024-03-04,1845,1718.30
12830,2024-03-02,4394,2829.45
13285,2023-11-12,8973,1599.10
10035,2024-06-18,641,1370.35
1517,2024-09-10,9450,1352.70
12503,2024-08-15,6230,911.40
9701,2023-12-15,5953,4910.05
2714,2024-01-11,6334,2719.65
7410,2024-09-15,5408,977.80
5389,2024-10-23,1539,1906.95
9903,2024-08-11,3606,2833.00
3385,2024-10-23,8269,782.55
2280,2024-05-02,830,3579.30
1554,2024-01-21,1055,4746.75
4170,2023-12-12,254,3767.50
4304,2024-10-22,1823,595.10
2498,2024-08-30,667,2525.25
3914,2024-10-28,3676,1298.50
91,2024-01-20,2626,2617.25
13645,2023-11-18,5683,2339.70
16,2024-05-02,433,2509.40
9386,2024-01-18,781,4150.10
8849,2024-06-04,9410,2657.70
6762,2024-11-02,2503,1520.25
6663,2023-11-10,6966,2944.45
11582,2024-03-05,8920,2093.90
12032,2024-06-04,146,2347.85
9642,2023-11-10,4937,4463.20
5548,2024-08-07,7103,1162.90
11057,2024-05-09,8105,2670.20
8989,2024-05-28,1505,289.25
13787,2024-02-24,2856,1164.50
8501,2024-04-16,6595,1315.30
9146,2023-12-22,5754,735.00
12203,2024-06-11,5990,4230.80
11834,2024-06-20,2586,889.30
1074,2024-03-19,9512,1268.95
14302,2024-09-09,4118,2754.65
14974,2024-09-29,2157,2297.05
11600,2024-04-30,6163,628.30
14749,2024-08-14,2702,613.05
13676,2023-11-19,1729,2135.60
10176,2024-04-06,3545,2602.25
5026,2023-12-21,2650,2312.45
10674,2024-09-15,4259,351.25
9495,2023-11-24,9472,1056.35
2570,2024-04-07,2576,513.60
13772,2024-03-30,1068,1824.35
1149,2024-08-31,4099,3454.45
5608,2024-04-30,3568,4632.40
9052,2024-09-08,581,452.55
9364,2024-07-18,5993,4911.70
7321,2024-09-21,3965,4595.15
8901,2024-06-05,9525,4820.45
4499,2023-11-08,3132,3625.00
6895,2024-05-04,7944,4187.95
11235,2024-03-06,7845,3051.65
9933,2024-04-26,4187,921.35
9079,2024-02-22,8595,391.75
7517,2024-08-05,3562,2599.45
4111,2024-10-05,8672,1233.55
337,2024-04-24,8226,1835.35
13374,2024-11-04,923,4293.05
5898,2024-02-27,3700,835.15
9019,2024-09-08,3415,4899.15
7246,2024-10-26,1330,4949.40
2043,2024-01-10,5501,3082.70
9570,2024-03-20,1354,1281.90
6141,2024-06-13,4468,2592.55
3737,2024-04-15,4993,1502.05
1949,2024-08-14,933,4259.10
10184,2023-12-05,968,1701.30
1853,2024-01-15,4385,1928.85
3308,2024-02-14,9852,4392.60
9231,2024-08-09,6454,4138.20
78,2024-01-22,5288,764.75
6771,2024-08-23,1334,2984.65
7128,2024-05-27,5697,2786.70
4649,2023-12-28,2542,831.15
12743,2024-08-07,5239,3646.90
10453,2024-08-10,5601,828.50
8246,2024-09-29,1141,3562.40
12251,2024-05-16,9319,2726.10
4236,2023-11-17,5800,2708.05
3691,2024-08-04,6026,504.30
7075,2023-11-13,3787,4568.00
6444,2024-08-20,4969,503.60
13228,2024-10-16,3800,4395.05
3294,2023-12-04,9411,3109.35
6601,2024-07-16,8821,4527.60
11733,2024-03-25,561,254.60
10489,2024-05-08,4749,3194.85
14644,2024-07-25,89,4390.30
4002,2024-01-06,3352,1868.60
11844,2024-05-07,9086,2007.20
3178,2023-12-26,2824,2677.65
7120,2024-09-22,9579,336.85
9913,2024-05-29,296,4988.70
11923,2024-06-27,485,408.75
1448,2024-04-28,381,2576.10
13905,2024-03-15,2224,907.85
7666,2024-06-16,4592,492.15
8696,2024-02-11,9475,1578.45
4929,2024-04-15,5828,4334.30
14282,2023-12-31,8947,3315.35
7028,2024-01-04,1320,4032.45
2725,2024-04-20,6577,3752.20
7481,2024-01-28,5703,1177.40
5299,2023-12-30,4119,3484.80
3593,2023-12-24,485,264.00
14049,2024-03-19,2579,1717.65
13238,2023-11-08,2832,2913.65
14706,2024-06-23,5009,3994.25
8812,2024-01-29,2006,343.95
566,2024-06-09,9898,1545.75
6119,2024-03-26,8319,3418.25
740,2024-03-29,9046,2882.60
701,2024-07-11,6206,261.95
3070,2023-11-12,7049,934.90
9848,2024-08-21,2612,3519.25
4098,2024-11-04,8118,3284.20
12553,2024-09-27,4162,4650.30
11591,2024-04-06,7641,542.70
4568,2024-10-12,1388,3053.65
3338,2024-01-03,3375,3848.80
10766,2024-07-31,6964,3948.00
7888,2023-11-16,8232,1946.35
10557,2024-11-03,7586,916.70
6173,2023-12-06,8485,547.30
1959,2024-06-11,5035,2823.60
12509,2024-04-30,2723,230.00
10091,2024-02-27,5564,1763.70
8294,2024-04-26,4565,2408.40
9665,2024-08-25,4004,3174.70
1879,2024-07-13,3351,1167.05
5719,2023-11-07,1190,2561.15
2455,2024-07-21,6313,2592.65
10076,2024-04-30,7141,3784.65
4200,2024-07-17,3291,2797.85
917,2024-03-23,6366,4923.90
13737,2023-11-28,8137,4901.90
3346,2024-03-07,9824,2268.65
13279,2024-08-12,8758,2667.50
3873,2024-03-11,9193,4902.95
11755,2024-07-23,8939,307.00
3575,2024-05-19,5095,3837.65
1040,2024-08-11,6267,3826.55
2294,2024-09-07,9068,902.10
10224,2024-04-18,8102,1173.10
12341,2024-07-31,9209,4650.85
8766,2024-04-05,1806,2536.95
12436,2024-06-05,4919,3923.25
7856,2023-12-11,5136,4728.25
9093,2024-05-27,9566,561.15
13234,2024-03-12,8640,4440.50
9998,2024-09-17,3967,3071.70
10892,2024-09-10,5517,4749.50
1703,2024-07-21,7539,1905.65
9685,2023-11-18,5677,2400.70
4252,2024-10-27,2984,875.15
5768,2024-05-01,9322,3139.35
10016,2024-07-16,1762,4907.55
11348,2024-06-22,1205,3246.15
13076,2024-06-09,7992,2280.55
11826,2024-07-09,1940,1025.60
2571,2024-09-16,5063,945.10
11028,2024-07-08,4943,3115.65
8199,2024-06-11,3007,3225.05
1663,2024-05-14,7832,3668.65
554,2024-09-19,9437,4413.90
3202,2024-08-25,6000,1494.90
5228,2024-07-12,262,1119.95
8212,2024-10-16,5622,4687.20
11542,2023-11-14,4922,106.30
4598,2024-01-30,8610,2993.80
3923,2024-04-14,6720,1547.00
10086,2024-10-18,538,484.70
9292,2024-02-11,8179,2502.75
13260,2023-12-03,4688,3409.40
9984,2024-04-04,5235,4920.70
4798,2024-10-01,9304,4350.35
8856,2024-01-23,3031,579.60
6605,2024-05-13,1948,4099.55
5215,2024-08-17,3913,752.25
12574,2024-09-14,6107,3591.50
12453,2024-02-13,400,1509.70
4847,2024-08-08,6525,1767.30
11836,2023-11-28,3100,1228.75
9023,2024-10-20,4325,4273.65
4105,2024-10-09,1724,3792.15
1118,2024-04-13,230,4932.70
7340,2024-02-04,6833,3207.60
2702,2024-09-08,2175,641.40
1493,2023-11-17,8505,1796.45
7635,2024-03-22,5934,3869.10
224,2024-03-24,9238,3958.20
933,2024-06-17,8618,495.95
12067,2024-03-09,1565,151.40
582,2024-10-08,1294,163.20
10381,2024-09-30,5157,3902.80
10548,2024-04-20,8504,2143.25
2673,2024-07-12,7393,1624.10
7555,2024-10-19,387,1867.70
6688,2024-01-10,2809,4372.60
13099,2024-10-21,2642,1794.60
5127,2024-06-12,9253,2926.80
2081,2024-10-07,8700,2897.80
9316,2024-06-06,9404,650.90
13297,2024-10-03,4250,964.60
12379,2024-03-30,1443,4029.75
12065,2024-03-15,3898,1140.15
3342,2024-01-26,4365,4355.10
5643,2024-02-26,8529,1604.55
3411,2024-03-21,1166,3416.05
4882,2024-09-21,7197,1473.15
13106,2024-03-17,9063,2954.60
7904,2024-09-30,963,3733.10
2312,2023-12-15,8242,4820.60
14785,2024-08-22,9558,4505.85
14014,2024-09-29,1171,1733.85
2582,2024-01-09,7132,2849.75
8179,2024-02-18,4534,2612.30
14668,2024-08-18,9712,4301.30
14543,2024-01-03,6013,3886.65
13022,2024-09-19,5106,1438.40
5990,2024-09-03,2005,3157.90
2451,2024-06-07,5413,4992.70
7907,2024-10-29,6234,696.40
13295,2024-07-15,8922,2888.70
12501,2023-12-10,2664,841.40
1311,2023-12-13,2352,543.60
11744,2024-09-19,9259,2594.90
13156,2024-02-20,9516,132.90
8020,2024-01-15,4260,4237.50
3041,2024-10-19,2552,2456.85
1106,2024-09-24,3612,261.05
8700,2024-04-04,3746,3489.05
8755,2024-01-10,5838,1812.95
13682,2024-10-22,4504,320.35
14071,2024-09-16,7211,4132.15
12763,2024-03-29,7957,1140.40
5515,2024-10-09,2588,2393.20
12348,2024-01-23,4617,2811.25
4058,2024-09-21,4126,1842.30
2562,2024-05-31,6881,2776.20
3627,2024-03-26,4208,3899.85
1611,2024-10-02,4637,1623.45
5468,2024-01-03,418,1907.10
14737,2024-01-30,4137,3852.10
14033,2024-01-08,3769,3873.30
11407,2024-03-23,439,2855.20
9413,2023-12-09,1201,926.85
1948,2024-03-05,8013,2394.35
7873,2024-07-05,8598,1370.00
5168,2024-06-14,1715,389.10
11251,2024-06-16,6737,785.35
4352,2023-12-07,5522,261.00
3468,2023-12-29,9221,2043.90
2393,2024-09-04,2942,4179.10
8890,2024-09-20,136,3847.30
14453,2024-07-09,4195,838.95
12474,2024-05-25,978,3573.25
977,2024-01-03,7530,356.85
10486,2024-08-18,6334,1404.15
684,2023-11-17,7287,2599.10
8670,2023-12-01,590,1723.10
11800,2024-08-24,2616,4329.35
3921,2024-07-31,516,2600.30
13804,2024-01-01,8236,4490.65
12223,2024-10-15,460,619.55
12764,2024-06-09,613,3903.70
5048,2024-04-15,4023,1641.10
11628,2024-04-04,6592,2762.40
10893,2023-11-13,2889,2544.75
1778,2024-05-03,9184,357.30
12809,2024-06-06,4872,3153.70
5506,2024-04-19,8361,4352.00
4589,2024-08-29,2341,1325.65
1689,2024-09-14,5854,3325.65
785,2024-06-10,6349,257.60
10460,2024-05-10,6127,1195.50
12903,2024-05-09,3282,2109.00
545,2023-12-22,9537,4221.00
942,2024-04-08,4048,2025.40
490,2024-09-23,9709,4489.05
11513,2024-09-20,9554,660.25
4714,2023-12-22,3133,1655.85
14591,2024-10-11,7646,360.80
10401,2024-03-19,3003,1077.45
5789,2024-04-15,6283,4968.45
13355,2024-02-13,7359,1550.75
12510,2024-08-01,2069,3686.15
12638,2024-09-06,9057,2083.65
2516,2024-09-16,7705,3628.10
8692,2024-10-19,729,2068.50
9105,2023-12-04,7643,3661.70
8655,2024-04-27,2031,3331.70
4591,2024-08-17,8065,3694.20
12871,2024-04-17,6344,3263.80
6054,2024-06-15,8270,3506.45
11484,2024-04-15,5107,2873.80
11307,2023-11-21,8186,2399.25
7420,2024-11-02,5198,3947.85
4743,2024-08-05,4336,3016.05
14026,2024-06-03,2594,4993.10
1887,2024-04-28,8580,1817.45
11047,2023-11-19,4385,4392.70
12842,2024-08-16,9069,1108.80
3984,2024-03-09,7756,1397.15
12477,2024-01-12,7149,4061.45
11931,2024-02-18,8817,804.05
9600,2024-03-19,4572,115.20
14252,2024-09-12,478,1798.40
733,2024-06-10,1056,573.65
1122,2024-03-18,9279,605.20
11648,2023-11-05,1710,2082.15
1062,2024-04-04,2028,2578.65
7693,2023-12-10,652,439.35
10550,2024-10-06,8799,1518.40
2424,2023-12-01,8308,3257.15
6544,2024-10-03,8849,1380.00
5798,2024-09-12,8089,4238.60
13622,2024-06-06,2188,3804.50
3925,2024-02-08,6174,1250.60
994,2023-11-24,2776,450.55
5343,2024-04-23,1889,3106.90
3230,2024-09-13,638,1518.65
10362,2024-02-17,3605,3652.75
144,2024-08-24,5698,1403.40
12773,2024-07-15,6969,3057.55
7928,2024-03-21,1705,1265.45
5895,2024-06-13,9320,4002.40
5687,2024-08-31,810,3030.25
9520,2024-03-01,6230,3493.85
8864,2024-04-21,4027,4029.95
4631,2024-09-02,4558,3623.45
764,2023-12-22,7950,3465.85
10603,2024-09-21,5746,1170.05
3445,2024-01-18,3096,272.20
6720,2024-04-05,4900,4438.50
4824,2024-03-26,8039,325.15
1749,2024-09-13,7569,2021.55
8455,2024-06-25,6677,1507.20
4119,2024-10-13,1819,3388.65
4214,2024-10-11,7018,3506.55
6976,2024-10-30,6840,4815.15
1413,2024-06-16,9132,3431.80
10058,2024-09-29,428,2307.45
10773,2024-01-06,134,852.75
1088,2024-05-20,1481,4528.25
847,2023-12-04,8424,1230.35
11746,2024-04-11,801,1484.00
703,2024-04-21,2847,1832.35
6427,2024-03-24,8876,4654.20
5553,2024-01-28,3022,2020.65
9067,2024-04-05,3471,506.00
1978,2024-07-03,5672,2066.28
3833,2024-03-16,219,524.82
2994,2024-09-16,5642,1844.46
12154,2024-10-13,6250,1829.70
5153,2024-08-26,6646,4823.76
8391,2024-05-17,289,5093.94
3332,2024-07-08,6480,1210.92
525,2024-04-22,8626,5016.36
10795,2023-11-12,616,445.68
5546,2023-12-21,9988,5227.62
14757,2024-04-17,6728,1513.20
9337,2024-05-28,7092,3702.48
13340,2024-04-13,7600,5321.70
3870,2024-01-15,9077,325.02
10836,2024-03-06,6322,885.96
12163,2024-04-17,4453,3186.78
943,2024-10-07,4753,1648.80
6659,2024-09-29,8646,455.40
30,2024-07-28,7592,1255.20
10831,2024-05-09,3081,1875.42
4647,2024-05-16,7779,354.00
9624,2024-10-03,1339,1630.86
9384,2024-07-09,3002,5487.30
13769,2024-09-20,5751,4245.90
3418,2024-10-29,4968,2608.14
8494,2024-06-13,2787,4638.78
9776,2024-07-29,6253,3568.32
7192,2024-07-29,7020,121.14
3705,2024-07-18,2243,5499.42
1786,2024-06-10,2334,632.94
3785,2024-07-27,1579,462.90
12750,2024-06-22,55,1775.88
1323,2024-10-19,2815,4553.34
7522,2024-10-01,6189,3362.94
10889,2024-05-06,1362,170.22
12914,2024-07-04,6814,4741.86
8241,2024-07-22,2586,5595.96
5281,2024-09-09,6119,4404.06
8190,2024-10-02,1584,1944.54
8002,2024-04-06,6133,3502.08
11710,2023-11-17,9244,4391.58
539,2024-01-06,9089,3680.88
6244,2024-04-04,5197,260.40
774,2024-05-05,9334,2625.36
2301,2024-07-23,8528,2026.74
7524,2024-09-24,3609,5961.54
8345,2024-02-21,6073,126.90
14862,2024-03-30,1816,5614.32
7905,2023-11-18,1649,646.68
10149,2024-01-31,5090,3141.54
9402,2024-07-10,1995,729.48
13356,2024-10-21,1233,2078.40
8832,2024-01-08,8457,784.56
4908,2024-07-09,6244,2955.72
10698,2024-02-12,2847,2109.30
11395,2024-09-15,6265,3811.56
11355,2024-03-07,170,1661.40
14434,2024-05-23,301,4805.52
916,2023-12-30,6536,5575.44
10682,2024-07-09,8184,2763.30
8720,2024-01-06,1132,5974.56
685,2024-08-23,1162,2740.98
4025,2024-06-22,1415,3717.36
9943,2023-11-20,3764,3960.66
2931,2023-11-26,8511,4463.76
12303,2024-05-23,6975,3995.58
3376,2024-08-28,3719,5987.04
11685,2024-09-09,6367,1961.70
4768,2024-08-13,7227,675.90
1102,2024-03-01,1963,2776.14
2186,2023-11-27,2469,1885.68
2896,2023-12-02,6028,4444.62
12608,2023-12-20,5071,2139.36
390,2024-02-15,4445,4816.80
13134,2024-08-15,7252,863.04
5576,2024-04-12,9881,4828.68
2862,2024-07-02,7185,3419.40
14866,2024-03-06,5791,913.08
5096,2024-05-30,4297,1968.12
734,2024-06-27,9286,5311.20
24,2024-07-04,5474,1157.58
8903,2024-10-05,6553,4224.30
12732,2024-01-24,5397,4359.72
13167,2024-03-24,4756,968.58
9397,2024-04-28,461,4476.00
7724,2023-12-14,8084,1517.16
7527,2024-03-14,761,3825.06
7698,2024-08-02,2128,4568.88
1406,2024-03-28,4952,604.38
2599,2024-10-11,1535,1155.06
14249,2024-01-03,9217,4747.62
7799,2024-01-18,6002,1596.72
2065,2024-09-21,5252,5319.60
12522,2024-05-16,3084,4734.84
6712,2024-11-03,253,4421.46
9682,2024-10-14,5201,5689.62
5535,2023-11-20,9577,5732.58
13023,2024-10-25,6114,4799.10
5791,2024-07-11,3420,2748.54
3184,2024-08-06,2319,998.04
661,2024-02-20,2756,2666.46
4486,2023-12-09,6389,4690.26
4067,2024-03-08,2571,608.28
7699,2024-06-14,5224,1195.68
6887,2023-12-27,3148,3140.04
5510,2024-09-08,1976,4985.82
7146,2024-01-11,8530,1972.68
1031,2024-02-22,5170,1378.44
6128,2024-02-11,4597,2077.92
9078,2024-07-05,859,5943.96
688,2023-11-16,5262,4859.94
7923,2024-02-09,8012,4652.28
11153,2024-04-12,1382,5753.76
6107,2024-08-13,5011,4435.02
3711,2024-07-15,3548,3732.12
1007,2024-07-29,196,726.84
8127,2024-10-18,9990,5095.98
14575,2024-04-19,2452,3836.64
3248,2024-05-13,1808,2427.36
