payment_id,order_id,payment_method,amount,transaction_status
2465,2465,Credit Card,135.04,Completed
2466,2466,Credit Card,77.49,Completed
2467,2467,Credit Card,318.48,Completed
2468,2468,Credit Card,2.23,Completed
2469,2469,Credit Card,5.93,Completed
2470,2470,Credit Card,930.00,Completed
2471,2471,Credit Card,218.70,Completed
2472,2472,Credit Card,213.80,Completed
2473,2473,Credit Card,143.64,Completed
2474,2474,Credit Card,0.92,Completed
2475,2475,Credit Card,488.74,Completed
2476,2476,Credit Card,918.00,Completed
2477,2477,Credit Card,159.68,Completed
2478,2478,Credit Card,918.80,Completed
2479,2479,Credit Card,125.24,Completed
2480,2480,Credit Card,792.27,Completed
2481,2481,Credit Card,234.70,Completed
2482,2482,Credit Card,476.98,Completed
2483,2483,Credit Card,132.92,Completed
2484,2484,Credit Card,969.80,Completed
2485,2485,Credit Card,205.40,Completed
2486,2486,Credit Card,21.54,Completed
2487,2487,Credit Card,68.07,Completed
2488,2488,Credit Card,467.67,Completed
2489,2489,Credit Card,77.16,Completed
2490,2490,Credit Card,239.95,Completed
2491,2491,Credit Card,4.18,Completed
2492,2492,Credit Card,445.48,Completed
2493,2493,Credit Card,727.47,Completed
2494,2494,Credit Card,4.14,Completed
2495,2495,Credit Card,467.67,Completed
2496,2496,Credit Card,7.53,Completed
2497,2497,Credit Card,63.03,Completed
2498,2498,Credit Card,447.86,Completed
2499,2499,Credit Card,593.44,Completed
2500,2500,Credit Card,938.50,Completed
2501,2501,Credit Card,21.18,Completed
2502,2502,Credit Card,740.79,Completed
2503,2503,Credit Card,939.10,Completed
2504,2504,Credit Card,596.24,Completed
2505,2505,Credit Card,87.63,Completed
2506,2506,Credit Card,77.88,Completed
2507,2507,Credit Card,563.60,Completed
2508,2508,Credit Card,455.77,Completed
2509,2509,Credit Card,580.96,Completed
2510,2510,Credit Card,28.60,Completed
2511,2511,Credit Card,606.72,Completed
2512,2512,Credit Card,143.84,Completed
2513,2513,Credit Card,0.81,Completed
2514,2514,Credit Card,1.78,Completed
2515,2515,Credit Card,596.72,Completed
2516,2516,Credit Card,124.52,Completed
2517,2517,Credit Card,735.75,Completed
2518,2518,Credit Card,26.72,Completed
2519,2519,Credit Card,20.66,Completed
2520,2520,Credit Card,737.46,Completed
2521,2521,Credit Card,478.17,Completed
2522,2522,Credit Card,7.92,Completed
2523,2523,Credit Card,23.92,Completed
2524,2524,Credit Card,978.10,Completed
2525,2525,Credit Card,802.53,Completed
2526,2526,Credit Card,31.32,Completed
2527,2527,Credit Card,632.48,Completed
2528,2528,Credit Card,160.00,Completed
2529,2529,Credit Card,803.25,Completed
2530,2530,Credit Card,4.86,Completed
2531,2531,Credit Card,722.61,Completed
2532,2532,Credit Card,621.84,Completed
2533,2533,Credit Card,801.54,Completed
2534,2534,Credit Card,6.80,Completed
2535,2535,Credit Card,148.96,Completed
2536,2536,Credit Card,778.05,Completed
2537,2537,Credit Card,596.40,Completed
2538,2538,Credit Card,239.50,Completed
2539,2539,Credit Card,62.31,Completed
2540,2540,Credit Card,75.99,Completed
2541,2541,Credit Card,33.78,Completed
2542,2542,Credit Card,65.97,Completed
2543,2543,Credit Card,8.99,Completed
2544,2544,Credit Card,474.46,Completed
2545,2545,Credit Card,902.30,Completed
2546,2546,Credit Card,75.45,Completed
2547,2547,Credit Card,351.42,Completed
2548,2548,Credit Card,209.95,Completed
2549,2549,Credit Card,29.60,Completed
2550,2550,Credit Card,81.45,Completed
2551,2551,Credit Card,126.60,Completed
2552,2552,Credit Card,336.96,Completed
2553,2553,Credit Card,611.52,Completed
2554,2554,Credit Card,956.50,Completed
2555,2555,Credit Card,233.75,Completed
2556,2556,Credit Card,3.13,Completed
2557,2557,Credit Card,957.30,Completed
2558,2558,Credit Card,469.49,Completed
2559,2559,Credit Card,481.04,Completed
2560,2560,Credit Card,217.90,Completed
2561,2561,Credit Card,72.21,Completed
2562,2562,Credit Card,228.55,Completed
2563,2563,Credit Card,1.07,Completed
2564,2564,Credit Card,320.28,Completed
2565,2565,Credit Card,450.66,Completed
2566,2566,Credit Card,61.32,Completed
2567,2567,Credit Card,760.23,Completed
2568,2568,Credit Card,72.54,Completed
2569,2569,Credit Card,791.37,Completed
2570,2570,Credit Card,39.98,Completed
2571,2571,Credit Card,901.30,Completed
2572,2572,Credit Card,329.76,Completed
2573,2573,Credit Card,603.20,Completed
2574,2574,Credit Card,777.24,Completed
2575,2575,Credit Card,427.28,Completed
2576,2576,Credit Card,8.26,Completed
2577,2577,Credit Card,929.10,Completed
2578,2578,Credit Card,482.44,Completed
2579,2579,Credit Card,32.32,Completed
2580,2580,Credit Card,65.91,Completed
2581,2581,Credit Card,212.20,Completed
2582,2582,Credit Card,590.56,Completed
2583,2583,Credit Card,315.84,Completed
2584,2584,Credit Card,331.26,Completed
2585,2585,Credit Card,122.64,Completed
2586,2586,Credit Card,312.84,Completed
2587,2587,Credit Card,773.91,Completed
2588,2588,Credit Card,954.10,Completed
2589,2589,Credit Card,73.41,Completed
2590,2590,Credit Card,0.96,Completed
2591,2591,Credit Card,610.96,Completed
2592,2592,Credit Card,239.95,Completed
2593,2593,Credit Card,120.76,Completed
2594,2594,Credit Card,3.10,Completed
2595,2595,Credit Card,983.80,Completed
2596,2596,Credit Card,784.08,Completed
2597,2597,Credit Card,146.36,Completed
2598,2598,Credit Card,23.96,Completed
2599,2599,Credit Card,726.75,Completed
2600,2600,Credit Card,733.23,Completed
2601,2601,Credit Card,84.24,Completed
2602,2602,Credit Card,325.08,Completed
2603,2603,Credit Card,609.60,Completed
2604,2604,Credit Card,122.32,Completed
2605,2605,Credit Card,722.16,Completed
2606,2606,Credit Card,79.08,Completed
2607,2607,Credit Card,317.58,Completed
2608,2608,Credit Card,753.75,Completed
2609,2609,Credit Card,202.55,Completed
2610,2610,Credit Card,909.60,Completed
2611,2611,Credit Card,89.07,Completed
2612,2612,Credit Card,64.26,Completed
2613,2613,Credit Card,320.22,Completed
2614,2614,Credit Card,445.13,Completed
2615,2615,Credit Card,632.88,Completed
2616,2616,Credit Card,23.14,Completed
2617,2617,Credit Card,326.22,Completed
2618,2618,Credit Card,7.97,Completed
2619,2619,Credit Card,328.80,Completed
2620,2620,Credit Card,351.30,Completed
2621,2621,Credit Card,319.32,Completed
2622,2622,Credit Card,156.68,Completed
2623,2623,Credit Card,780.75,Completed
2624,2624,Credit Card,2.72,Completed
2625,2625,Credit Card,796.77,Completed
2626,2626,Credit Card,31.24,Completed
2627,2627,Credit Card,206.10,Completed
2628,2628,Credit Card,316.44,Completed
2629,2629,Credit Card,915.40,Completed
2630,2630,Credit Card,304.86,Completed
2631,2631,Credit Card,152.04,Completed
2632,2632,Credit Card,467.04,Completed
2633,2633,Credit Card,4.66,Completed
2634,2634,Credit Card,75.93,Completed
2635,2635,Credit Card,749.43,Completed
2636,2636,Credit Card,334.38,Completed
2637,2637,Credit Card,30.72,Completed
2638,2638,Credit Card,140.80,Completed
2639,2639,Credit Card,24.42,Completed
2640,2640,Credit Card,452.20,Completed
2641,2641,Credit Card,70.38,Completed
2642,2642,Credit Card,460.18,Completed
2643,2643,Credit Card,227.95,Completed
2644,2644,Credit Card,84.60,Completed
2645,2645,Credit Card,487.90,Completed
2646,2646,Credit Card,244.35,Completed
2647,2647,Credit Card,202.70,Completed
2648,2648,Credit Card,144.76,Completed
2649,2649,Credit Card,636.16,Completed
2650,2650,Credit Card,312.72,Completed
2651,2651,Credit Card,569.04,Completed
2652,2652,Credit Card,232.30,Completed
2653,2653,Credit Card,89.61,Completed
2654,2654,Credit Card,0.70,Completed
2655,2655,Credit Card,84.69,Completed
2656,2656,Credit Card,937.30,Completed
2657,2657,Credit Card,234.40,Completed
2658,2658,Credit Card,36.14,Completed
2659,2659,Credit Card,325.44,Completed
2660,2660,Credit Card,342.72,Completed
2661,2661,Credit Card,630.56,Completed
2662,2662,Credit Card,152.00,Completed
2663,2663,Credit Card,20.58,Completed
2664,2664,Credit Card,75.66,Completed
2665,2665,Credit Card,961.60,Completed
2666,2666,Credit Card,808.56,Completed
2667,2667,Credit Card,942.30,Completed
2668,2668,Credit Card,591.28,Completed
2669,2669,Credit Card,570.24,Completed
2670,2670,Credit Card,148.76,Completed
2671,2671,Credit Card,338.58,Completed
2672,2672,Credit Card,236.35,Completed
2673,2673,Credit Card,938.90,Completed
2674,2674,Credit Card,32.82,Completed
2675,2675,Credit Card,27.36,Completed
2676,2676,Credit Card,77.88,Completed
2677,2677,Credit Card,917.50,Completed
2678,2678,Credit Card,349.62,Completed
2679,2679,Credit Card,76.08,Completed
2680,2680,Credit Card,635.76,Completed
2681,2681,Credit Card,4.19,Completed
2682,2682,Credit Card,951.50,Completed
2683,2683,Credit Card,61.23,Completed
2684,2684,Credit Card,946.70,Completed
2685,2685,Credit Card,796.50,Completed
2686,2686,Credit Card,39.10,Completed
2687,2687,Credit Card,39.28,Completed
2688,2688,Credit Card,6.64,Completed
2689,2689,Credit Card,309.00,Completed
2690,2690,Credit Card,38.30,Completed
2691,2691,Credit Card,310.32,Completed
2692,2692,Credit Card,142.48,Completed
2693,2693,Credit Card,27.28,Completed
2694,2694,Credit Card,937.40,Completed
2695,2695,Credit Card,84.99,Completed
2696,2696,Credit Card,630.16,Completed
2697,2697,Credit Card,0.41,Completed
2698,2698,Credit Card,37.54,Completed
2699,2699,Credit Card,762.75,Completed
2700,2700,Credit Card,902.20,Completed
2701,2701,Credit Card,225.70,Completed
2702,2702,Credit Card,134.76,Completed
2703,2703,Credit Card,323.22,Completed
2704,2704,Credit Card,941.00,Completed
2705,2705,Credit Card,574.96,Completed
2706,2706,Credit Card,324.66,Completed
2707,2707,Credit Card,241.45,Completed
2708,2708,Credit Card,326.46,Completed
2709,2709,Credit Card,600.48,Completed
2710,2710,Credit Card,769.32,Completed
2711,2711,Credit Card,994.80,Completed
2712,2712,Credit Card,65.97,Completed
2713,2713,Credit Card,217.25,Completed
2714,2714,Credit Card,920.30,Completed
2715,2715,Credit Card,2.54,Completed
2716,2716,Credit Card,73.50,Completed
2717,2717,Credit Card,4.58,Completed
2718,2718,Credit Card,320.22,Completed
2719,2719,Credit Card,342.30,Completed
2720,2720,Credit Card,37.60,Completed
2721,2721,Credit Card,329.76,Completed
2722,2722,Credit Card,35.04,Completed
2723,2723,Credit Card,623.04,Completed
2724,2724,Credit Card,953.20,Completed
2725,2725,Credit Card,88.59,Completed
2726,2726,Credit Card,929.50,Completed
2727,2727,Credit Card,627.52,Completed
2728,2728,Credit Card,960.50,Completed
2729,2729,Credit Card,793.35,Completed
2730,2730,Credit Card,31.60,Completed
2731,2731,Credit Card,4.87,Completed
2732,2732,Credit Card,234.50,Completed
2733,2733,Credit Card,797.67,Completed
2734,2734,Credit Card,29.50,Completed
2735,2735,Credit Card,35.34,Completed
2736,2736,Credit Card,725.13,Completed
2737,2737,Credit Card,445.48,Completed
2738,2738,Credit Card,486.15,Completed
2739,2739,Credit Card,464.10,Completed
2740,2740,Credit Card,129.16,Completed
2741,2741,Credit Card,976.70,Completed
2742,2742,Credit Card,36.82,Completed
2743,2743,Credit Card,29.56,Completed
2744,2744,Credit Card,25.06,Completed
2745,2745,Credit Card,592.32,Completed
2746,2746,Credit Card,947.50,Completed
2747,2747,Credit Card,952.50,Completed
2748,2748,Credit Card,5.76,Completed
2749,2749,Credit Card,34.64,Completed
2750,2750,Credit Card,134.04,Completed
2751,2751,Credit Card,134.36,Completed
2752,2752,Credit Card,7.07,Completed
2753,2753,Credit Card,33.66,Completed
2754,2754,Credit Card,920.50,Completed
2755,2755,Credit Card,621.84,Completed
2756,2756,Credit Card,26.56,Completed
2757,2757,Credit Card,3.08,Completed
2758,2758,Credit Card,963.70,Completed
2759,2759,Credit Card,988.20,Completed
2760,2760,Credit Card,927.10,Completed
2761,2761,Credit Card,27.24,Completed
2762,2762,Credit Card,307.38,Completed
2763,2763,Credit Card,215.85,Completed
2764,2764,Credit Card,909.30,Completed
2765,2765,Credit Card,158.88,Completed
2766,2766,Credit Card,66.15,Completed
2767,2767,Credit Card,138.52,Completed
2768,2768,Credit Card,2.24,Completed
2769,2769,Credit Card,452.06,Completed
2770,2770,Credit Card,325.44,Completed
2771,2771,Credit Card,69.00,Completed
2772,2772,Credit Card,616.08,Completed
2773,2773,Credit Card,2.32,Completed
2774,2774,Credit Card,918.10,Completed
2775,2775,Credit Card,901.60,Completed
2776,2776,Credit Card,593.84,Completed
2777,2777,Credit Card,60.93,Completed
2778,2778,Credit Card,602.88,Completed
2779,2779,Credit Card,598.48,Completed
2780,2780,Credit Card,724.86,Completed
2781,2781,Credit Card,476.07,Completed
2782,2782,Credit Card,963.40,Completed
2783,2783,Credit Card,329.58,Completed
2784,2784,Credit Card,326.04,Completed
2785,2785,Credit Card,330.36,Completed
2786,2786,Credit Card,766.62,Completed
2787,2787,Credit Card,150.68,Completed
2788,2788,Credit Card,156.20,Completed
2789,2789,Credit Card,422.31,Completed
2790,2790,Credit Card,914.70,Completed
2791,2791,Credit Card,441.35,Completed
2792,2792,Credit Card,731.34,Completed
2793,2793,Credit Card,902.90,Completed
2794,2794,Credit Card,3.84,Completed
2795,2795,Credit Card,330.18,Completed
2796,2796,Credit Card,423.01,Completed
2797,2797,Credit Card,66.33,Completed
2798,2798,Credit Card,25.16,Completed
2799,2799,Credit Card,217.00,Completed
2800,2800,Credit Card,637.20,Completed
2801,2801,Credit Card,143.08,Completed
2802,2802,Credit Card,80.04,Completed
2803,2803,Credit Card,28.02,Completed
2804,2804,Credit Card,244.75,Completed
2805,2805,Credit Card,560.16,Completed
2806,2806,Credit Card,912.40,Completed
2807,2807,Credit Card,723.96,Completed
2808,2808,Credit Card,3.89,Completed
2809,2809,Credit Card,130.56,Completed
2810,2810,Credit Card,23.58,Completed
2811,2811,Credit Card,739.17,Completed
2812,2812,Credit Card,88.38,Completed
2813,2813,Credit Card,68.58,Completed
2814,2814,Credit Card,351.72,Completed
2815,2815,Credit Card,150.84,Completed
2816,2816,Credit Card,0.43,Completed
2817,2817,Credit Card,156.52,Completed
2818,2818,Credit Card,123.76,Completed
2819,2819,Credit Card,8.62,Completed
2820,2820,Credit Card,237.60,Completed
2821,2821,Credit Card,60.21,Completed
2822,2822,Credit Card,231.05,Completed
2823,2823,Credit Card,68.40,Completed
2824,2824,Credit Card,486.50,Completed
2825,2825,Credit Card,0.99,Completed
2826,2826,Credit Card,962.10,Completed
2827,2827,Credit Card,86.25,Completed
2828,2828,Credit Card,981.20,Completed
2829,2829,Credit Card,140.88,Completed
2830,2830,Credit Card,463.82,Completed
2831,2831,Credit Card,489.37,Completed
2832,2832,Credit Card,215.65,Completed
2833,2833,Credit Card,738.81,Completed
2834,2834,Credit Card,39.32,Completed
2835,2835,Credit Card,904.20,Completed
2836,2836,Credit Card,135.64,Completed
2837,2837,Credit Card,960.30,Completed
2838,2838,Credit Card,152.40,Completed
2839,2839,Credit Card,761.94,Completed
2840,2840,Credit Card,85.74,Completed
2841,2841,Credit Card,215.05,Completed
2842,2842,Credit Card,21.78,Completed
2843,2843,Credit Card,436.24,Completed
2844,2844,Credit Card,138.76,Completed
2845,2845,Credit Card,27.54,Completed
2846,2846,Credit Card,768.24,Completed
2847,2847,Credit Card,749.70,Completed
2848,2848,Credit Card,723.96,Completed
2849,2849,Credit Card,125.84,Completed
2850,2850,Credit Card,130.36,Completed
2851,2851,Credit Card,433.30,Completed
2852,2852,Credit Card,133.56,Completed
2853,2853,Credit Card,740.97,Completed
2854,2854,Credit Card,778.95,Completed
2855,2855,Credit Card,226.30,Completed
2856,2856,Credit Card,0.41,Completed
2857,2857,Credit Card,333.12,Completed
2858,2858,Credit Card,796.59,Completed
2859,2859,Credit Card,135.56,Completed
2860,2860,Credit Card,69.60,Completed
2861,2861,Credit Card,972.20,Completed
2862,2862,Credit Card,797.22,Completed
2863,2863,Credit Card,70.74,Completed
2864,2864,Credit Card,9.62,Completed
2865,2865,Credit Card,318.66,Completed
2866,2866,Credit Card,774.45,Completed
2867,2867,Credit Card,734.85,Completed
2868,2868,Credit Card,87.96,Completed
2869,2869,Credit Card,426.30,Completed
2870,2870,Credit Card,203.90,Completed
2871,2871,Credit Card,87.42,Completed
2872,2872,Credit Card,739.08,Completed
2873,2873,Credit Card,747.00,Completed
2874,2874,Credit Card,563.92,Completed
2875,2875,Credit Card,4.43,Completed
2876,2876,Credit Card,630.24,Completed
2877,2877,Credit Card,921.60,Completed
2878,2878,Credit Card,633.84,Completed
2879,2879,Credit Card,635.20,Completed
2880,2880,Credit Card,355.98,Completed
2881,2881,Credit Card,359.76,Completed
2882,2882,Credit Card,721.08,Completed
2883,2883,Credit Card,450.80,Completed
2884,2884,Credit Card,300.60,Completed
2885,2885,Credit Card,80.49,Completed
2886,2886,Credit Card,912.30,Completed
2887,2887,Credit Card,6.35,Completed
2888,2888,Credit Card,143.52,Completed
2889,2889,Credit Card,330.90,Completed
2890,2890,Credit Card,157.08,Completed
2891,2891,Credit Card,74.34,Completed
2892,2892,Credit Card,157.56,Completed
2893,2893,Credit Card,481.81,Completed
2894,2894,Credit Card,87.93,Completed
2895,2895,Credit Card,74.76,Completed
2896,2896,Credit Card,3.82,Completed
2897,2897,Credit Card,30.22,Completed
2898,2898,Credit Card,69.60,Completed
2899,2899,Credit Card,463.75,Completed
2900,2900,Credit Card,145.52,Completed
2901,2901,Credit Card,25.58,Completed
2902,2902,Credit Card,345.96,Completed
2903,2903,Credit Card,334.62,Completed
2904,2904,Credit Card,23.82,Completed
2905,2905,Credit Card,121.08,Completed
2906,2906,Credit Card,591.28,Completed
2907,2907,Credit Card,725.67,Completed
2908,2908,Credit Card,28.54,Completed
2909,2909,Credit Card,341.22,Completed
2910,2910,Credit Card,461.93,Completed
2911,2911,Credit Card,5.57,Completed
2912,2912,Credit Card,941.30,Completed
2913,2913,Credit Card,242.65,Completed
2914,2914,Credit Card,422.45,Completed
2915,2915,Credit Card,578.80,Completed
2916,2916,Credit Card,236.75,Completed
2917,2917,Credit Card,906.80,Completed
2918,2918,Credit Card,213.00,Completed
2919,2919,Credit Card,65.28,Completed
2920,2920,Credit Card,746.10,Completed
2921,2921,Credit Card,333.24,Completed
2922,2922,Credit Card,67.38,Completed
2923,2923,Credit Card,989.30,Completed
2924,2924,Credit Card,38.74,Completed
2925,2925,Credit Card,32.46,Completed
2926,2926,Credit Card,960.50,Completed
2927,2927,Credit Card,471.80,Completed
2928,2928,Credit Card,157.92,Completed
2929,2929,Credit Card,786.60,Completed
2930,2930,Credit Card,305.58,Completed
2931,2931,Credit Card,442.61,Completed
2932,2932,Credit Card,32.08,Completed
2933,2933,Credit Card,224.80,Completed
2934,2934,Credit Card,917.00,Completed
2935,2935,Credit Card,955.30,Completed
2936,2936,Credit Card,442.61,Completed
2937,2937,Credit Card,78.72,Completed
2938,2938,Credit Card,311.16,Completed
2939,2939,Credit Card,124.00,Completed
2940,2940,Credit Card,60.60,Completed
2941,2941,Credit Card,915.50,Completed
2942,2942,Credit Card,131.12,Completed
2943,2943,Credit Card,358.68,Completed
2944,2944,Credit Card,622.80,Completed
2945,2945,Credit Card,123.68,Completed
2946,2946,Credit Card,619.68,Completed
2947,2947,Credit Card,153.16,Completed
2948,2948,Credit Card,781.02,Completed
2949,2949,Credit Card,776.07,Completed
2950,2950,Credit Card,340.08,Completed
2951,2951,Credit Card,0.47,Completed
2952,2952,Credit Card,144.28,Completed
2953,2953,Credit Card,336.00,Completed
2954,2954,Credit Card,983.90,Completed
2955,2955,Credit Card,629.04,Completed
2956,2956,Credit Card,66.66,Completed
2957,2957,Credit Card,324.24,Completed
2958,2958,Credit Card,594.32,Completed
2959,2959,Credit Card,784.98,Completed
2960,2960,Credit Card,203.15,Completed
2961,2961,Credit Card,243.00,Completed
2962,2962,Credit Card,901.20,Completed
2963,2963,Credit Card,461.02,Completed
2964,2964,Credit Card,2.64,Completed
2965,2965,Credit Card,439.81,Completed
2966,2966,Credit Card,726.39,Completed
2967,2967,Credit Card,936.70,Completed
2968,2968,Credit Card,215.80,Completed
2969,2969,Credit Card,64.83,Completed
2970,2970,Credit Card,71.13,Completed
2971,2971,Credit Card,29.84,Completed
2972,2972,Credit Card,330.72,Completed
2973,2973,Credit Card,4.95,Completed
2974,2974,Credit Card,64.53,Completed
2975,2975,Credit Card,475.72,Completed
2976,2976,Credit Card,465.36,Completed
2977,2977,Credit Card,25.92,Completed
2978,2978,Credit Card,27.26,Completed
2979,2979,Credit Card,309.66,Completed
2980,2980,Credit Card,781.38,Completed
2981,2981,Credit Card,35.08,Completed
2982,2982,Credit Card,229.05,Completed
2983,2983,Credit Card,946.50,Completed
2984,2984,Credit Card,5.43,Completed
2985,2985,Credit Card,945.50,Completed
2986,2986,Credit Card,217.70,Completed
2987,2987,Credit Card,212.85,Completed
2988,2988,Credit Card,211.75,Completed
2989,2989,Credit Card,236.40,Completed
2990,2990,Credit Card,920.40,Completed
2991,2991,Credit Card,317.94,Completed
2992,2992,Credit Card,308.04,Completed
2993,2993,Credit Card,720.72,Completed
2994,2994,Credit Card,342.60,Completed
2995,2995,Credit Card,9.55,Completed
2996,2996,Credit Card,302.94,Completed
2997,2997,Credit Card,246.20,Completed
2998,2998,Credit Card,233.70,Completed
2999,2999,Credit Card,315.00,Completed
3000,3000,Credit Card,452.90,Completed
3001,3001,Credit Card,26.54,Completed
3002,3002,Credit Card,1.18,Completed
3003,3003,Credit Card,357.36,Completed
3004,3004,Credit Card,352.08,Completed
3005,3005,Credit Card,28.60,Completed
3006,3006,Credit Card,83.07,Completed
3007,3007,Credit Card,420.21,Completed
3008,3008,Credit Card,587.60,Completed
3009,3009,Credit Card,586.64,Completed
3010,3010,Credit Card,120.36,Completed
3011,3011,Credit Card,211.70,Completed
3012,3012,Credit Card,237.15,Completed
3013,3013,Credit Card,444.15,Completed
3014,3014,Credit Card,207.00,Completed
3015,3015,Credit Card,980.90,Completed
3016,3016,Credit Card,210.60,Completed
3017,3017,Credit Card,458.71,Completed
3018,3018,Credit Card,958.10,Completed
3019,3019,Credit Card,4.69,Completed
3020,3020,Credit Card,78.45,Completed
3021,3021,Credit Card,209.05,Completed
3022,3022,Credit Card,26.16,Completed
3023,3023,Credit Card,359.76,Completed
3024,3024,Credit Card,730.35,Completed
3025,3025,Credit Card,597.84,Completed
3026,3026,Credit Card,422.38,Completed
3027,3027,Credit Card,137.72,Completed
3028,3028,Credit Card,946.70,Completed
3029,3029,Credit Card,36.94,Completed
3030,3030,Credit Card,320.46,Completed
3031,3031,Credit Card,148.56,Completed
3032,3032,Credit Card,230.05,Completed
3033,3033,Credit Card,23.04,Completed
3034,3034,Credit Card,20.34,Completed
3035,3035,Credit Card,8.10,Completed
3036,3036,Credit Card,942.80,Completed
3037,3037,Credit Card,0.94,Completed
3038,3038,Credit Card,723.06,Completed
3039,3039,Credit Card,319.80,Completed
3040,3040,Credit Card,141.20,Completed
3041,3041,Credit Card,78.42,Completed
3042,3042,Credit Card,26.10,Completed
3043,3043,Credit Card,730.35,Completed
3044,3044,Credit Card,158.00,Completed
3045,3045,Credit Card,796.50,Completed
3046,3046,Credit Card,316.92,Completed
3047,3047,Credit Card,788.49,Completed
3048,3048,Credit Card,430.71,Completed
3049,3049,Credit Card,745.92,Completed
3050,3050,Credit Card,314.22,Completed
3051,3051,Credit Card,727.92,Completed
3052,3052,Credit Card,610.80,Completed
3053,3053,Credit Card,331.68,Completed
3054,3054,Credit Card,23.24,Completed
3055,3055,Credit Card,128.36,Completed
3056,3056,Credit Card,157.24,Completed
3057,3057,Credit Card,135.88,Completed
3058,3058,Credit Card,560.32,Completed
3059,3059,Credit Card,206.30,Completed
3060,3060,Credit Card,4.53,Completed
3061,3061,Credit Card,337.14,Completed
3062,3062,Credit Card,1.07,Completed
3063,3063,Credit Card,428.61,Completed
3064,3064,Credit Card,733.32,Completed
3065,3065,Credit Card,239.80,Completed
3066,3066,Credit Card,229.10,Completed
3067,3067,Credit Card,241.45,Completed
3068,3068,Credit Card,82.56,Completed
3069,3069,Credit Card,70.41,Completed
3070,3070,Credit Card,32.46,Completed
3071,3071,Credit Card,217.05,Completed
3072,3072,Credit Card,2.08,Completed
3073,3073,Credit Card,26.42,Completed
3074,3074,Credit Card,971.70,Completed
3075,3075,Credit Card,441.63,Completed
3076,3076,Credit Card,123.32,Completed
3077,3077,Credit Card,38.28,Completed
3078,3078,Credit Card,0.96,Completed
3079,3079,Credit Card,476.77,Completed
3080,3080,Credit Card,143.36,Completed
3081,3081,Credit Card,910.20,Completed
3082,3082,Credit Card,338.70,Completed
3083,3083,Credit Card,923.50,Completed
3084,3084,Credit Card,916.80,Completed
3085,3085,Credit Card,0.43,Completed
3086,3086,Credit Card,487.69,Completed
3087,3087,Credit Card,243.70,Completed
3088,3088,Credit Card,2.09,Completed
3089,3089,Credit Card,467.11,Completed
3090,3090,Credit Card,26.02,Completed
3091,3091,Credit Card,351.42,Completed
3092,3092,Credit Card,6.07,Completed
3093,3093,Credit Card,995.90,Completed
3094,3094,Credit Card,73.92,Completed
3095,3095,Credit Card,66.57,Completed
3096,3096,Credit Card,219.75,Completed
3097,3097,Credit Card,237.05,Completed
3098,3098,Credit Card,301.56,Completed
3099,3099,Credit Card,231.40,Completed
3100,3100,Credit Card,153.52,Completed
3101,3101,Credit Card,763.47,Completed
3102,3102,Credit Card,77.10,Completed
3103,3103,Credit Card,444.15,Completed
3104,3104,Credit Card,452.13,Completed
3105,3105,Credit Card,329.16,Completed
3106,3106,Credit Card,28.60,Completed
3107,3107,Credit Card,465.99,Completed
3108,3108,Credit Card,339.42,Completed
3109,3109,Credit Card,61.71,Completed
3110,3110,Credit Card,569.92,Completed
3111,3111,Credit Card,0.90,Completed
3112,3112,Credit Card,5.77,Completed
3113,3113,Credit Card,634.88,Completed
3114,3114,Credit Card,428.82,Completed
3115,3115,Credit Card,995.00,Completed
3116,3116,Credit Card,801.27,Completed
3117,3117,Credit Card,930.20,Completed
3118,3118,Credit Card,209.65,Completed
3119,3119,Credit Card,31.26,Completed
3120,3120,Credit Card,599.28,Completed
3121,3121,Credit Card,131.56,Completed
3122,3122,Credit Card,35.98,Completed
3123,3123,Credit Card,722.61,Completed
3124,3124,Credit Card,139.56,Completed
3125,3125,Credit Card,34.38,Completed
3126,3126,Credit Card,787.32,Completed
3127,3127,Credit Card,965.40,Completed
3128,3128,Credit Card,72.45,Completed
3129,3129,Credit Card,140.36,Completed
3130,3130,Credit Card,231.35,Completed
3131,3131,Credit Card,454.37,Completed
3132,3132,Credit Card,26.64,Completed
3133,3133,Credit Card,983.60,Completed
3134,3134,Credit Card,917.50,Completed
3135,3135,Credit Card,151.28,Completed
3136,3136,Credit Card,578.32,Completed
3137,3137,Credit Card,88.47,Completed
3138,3138,Credit Card,994.10,Completed
3139,3139,Credit Card,234.30,Completed
3140,3140,Credit Card,142.56,Completed
3141,3141,Credit Card,78.42,Completed
3142,3142,Credit Card,450.45,Completed
3143,3143,Credit Card,38.64,Completed
3144,3144,Credit Card,807.57,Completed
3145,3145,Credit Card,986.90,Completed
3146,3146,Credit Card,591.92,Completed
3147,3147,Credit Card,150.64,Completed
3148,3148,Credit Card,39.52,Completed
3149,3149,Credit Card,235.60,Completed
3150,3150,Credit Card,480.41,Completed
3151,3151,Credit Card,975.20,Completed
3152,3152,Credit Card,208.60,Completed
3153,3153,Credit Card,759.06,Completed
3154,3154,Credit Card,901.30,Completed
3155,3155,Credit Card,638.56,Completed
3156,3156,Credit Card,201.35,Completed
3157,3157,Credit Card,426.30,Completed
3158,3158,Credit Card,561.68,Completed
3159,3159,Credit Card,9.18,Completed
3160,3160,Credit Card,612.80,Completed
3161,3161,Credit Card,332.34,Completed
3162,3162,Credit Card,228.85,Completed
